,hsp90_3NT33_OG,hsp90_3NT56,hsp90_3NT56_OG,Image_1_Actin_Ki67,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_4_Antibody_Control,Image_5_Ki67_Actin_2_Full,Image_7_COXI_COXII,Image_8_3NT,med,iqr,minout,maxout
0,0.676089690416042,0.4262419586148704,0.6300979744620213,0.17033433333333334,0.026840333333333334,0.03927011111111111,0.22394544444444445,0.8341696666666667,1.7633446666666666,0.043493444444444446,0.32509370152965744,0.5893880947608703,-0.8088784754746388,1.5486739035688424
1,0.670861698752745,0.3022280196688928,0.6989332251156828,0.184513,0.09103288888888889,0.057987222222222225,0.3355782222222222,1.0067784444444445,2.469940222222222,0.06217866666666667,0.3189031209455575,0.5775124268582816,-0.7518657236207558,1.5581839838123708
2,0.6548207452846011,0.8234060519292783,0.7421548433357733,0.20256766666666667,0.15127844444444444,0.07939677777777777,0.5065104444444445,1.1400047777777778,3.2396511111111113,0.09195944444444444,0.5806655948645227,0.6389924997809021,-0.7943879996713532,1.7615819994522552
3,0.6736421978627772,1.2959766296989161,0.7802937641149924,0.22398733333333334,0.35181111111111113,0.10379744444444444,0.7146678888888889,1.3277377777777777,3.6372576666666667,0.132135,0.694155043375833,0.9111126355251574,-1.1107256755099582,2.5337248665906715
4,0.6714137030329113,1.4042979098122068,0.7252173400040826,0.246073,0.5887097777777778,0.13190766666666667,0.8658028888888889,1.5186545555555555,3.9796064444444443,0.16550622222222222,0.6983155215184969,0.937941960136933,-1.075180745760955,2.676587094786777
5,0.6907004546701528,0.5055124574015084,0.7350169802464867,0.27000322222222223,0.7307815555555556,0.1584911111111111,0.9308657777777778,1.6438891111111111,4.1987921111111115,0.2072658888888889,0.7107410051128542,0.5530230473779112,-0.500654040049823,1.7114381494618218
6,0.6885967763535116,0.860190789731883,0.7132231719256458,0.2942303333333333,0.9110886666666667,0.19002433333333332,0.9973385555555555,1.8023204444444445,4.296738777777778,0.25695388888888887,0.7867069808287643,0.5829541392449554,-0.4816092647790552,1.8502072922007664
7,0.7000250445633958,1.8946975098279053,0.7182428110238984,0.3196612222222222,1.0326783333333334,0.23414266666666667,1.0638923333333334,1.9543727777777777,4.367090666666667,0.29813388888888886,0.875460572178616,1.2722440378967468,-1.4936138790376046,3.595362272549383
8,0.7443585536366462,2.045475014063226,0.7254562466114267,0.34791988888888886,1.1140884444444445,0.27147177777777776,1.0920407777777779,2.0656924444444447,4.411302333333333,0.3566812222222222,0.918199665707212,1.3637533933390071,-1.5967551116889875,3.8582584616670417
9,0.7572132730660266,2.1712280507388098,0.7554287057177664,0.3702438888888889,1.1967932222222222,0.30683455555555555,1.1132596666666668,2.1984002222222223,4.4336313333333335,0.4158374444444444,0.9352364698663467,1.426884083846888,-1.6395908660075569,4.067945469379994
10,0.7670697958339888,1.6310053857248448,0.7473930738536708,0.3970637777777778,1.265047,0.33258644444444446,1.1304385555555556,2.301639333333333,4.445838888888889,0.46560277777777775,0.9487541756947722,1.0034654374968826,-0.9691478044485728,3.044713945538957
11,0.8039486061505937,1.6385347304439402,0.7721540372291255,0.42733088888888887,1.3366754444444444,0.36627455555555555,1.1415197777777777,2.3917086666666667,4.4376328888888885,0.5198841111111111,0.9727341919641856,0.9801183163034516,-0.8872258818145627,3.0332473833992437
12,0.8376444328584671,2.260075851479255,0.7932542037811603,0.4482101111111111,1.4038935555555556,0.39352166666666666,1.1548164444444444,2.460458111111111,4.4175962222222225,0.5675568888888889,0.9962304386514558,1.4220490598863733,-1.509092372217603,4.17910386732789
13,0.8687764828786848,2.0987917072755935,0.7810851625670077,0.47816444444444445,1.4585946666666667,0.4119997777777778,1.1589575555555556,2.516716222222222,4.3942353333333335,0.6150602222222222,1.0138670192171202,1.2821759898149432,-1.266697527413996,3.8620064318457765
14,0.8428534907668285,2.494330966568769,0.8173825522116576,0.5104441111111111,1.5132261111111112,0.42735911111111113,1.1570606666666667,2.5699146666666666,4.364127333333333,0.6568341111111111,0.9999570787167475,1.5520835313181067,-1.6311540755909124,4.577180049681514
15,0.8301329328370144,2.594850222558722,0.8661447722033625,0.5371433333333333,1.5602742222222221,0.4422587777777778,1.150587888888889,2.6038347777777777,4.311158333333333,0.7011646666666667,1.0083663305461257,1.6027994892653437,-1.6707925006887618,4.740405456372613
16,0.8627888657169344,2.768388485161662,0.8572344496176845,0.5750656666666667,1.604211,0.4517498888888889,1.1466142222222222,2.6346367777777777,4.265565666666666,0.7483056666666666,1.0047015439695783,1.6014924709289122,-1.6267008439889472,4.779269039726701
17,0.8680362786996719,2.682184386876067,0.841022523529863,0.6182591111111111,1.661025888888889,0.4609021111111111,1.1430014444444445,2.662793888888889,4.221255666666667,0.7844596666666667,1.0055188615720583,1.613751508006423,-1.6220268811271688,4.832979150898524
18,0.8878422865345085,2.679937847901309,0.8542858220142525,0.6556954444444445,1.6948642222222223,0.46725655555555556,1.1275197777777777,2.685124666666667,4.137337,0.831392,1.0076810321561431,1.596553985977974,-1.557715523463398,4.828500420448498
19,0.9123860399230819,2.651411371426142,0.8443150466306693,0.6997667777777777,1.74105,0.472964,1.1199847777777778,2.714746888888889,4.075350666666667,0.8879094444444444,1.0161854088504298,1.5686073824854934,-1.497697427644127,4.776732102297847
20,0.9288811597274319,2.647685229851976,0.8769178349795678,0.7421102222222222,1.7806223333333333,0.4819781111111111,1.111253111111111,2.7650811111111113,4.0203252222222225,0.9322641111111111,1.021758611111111,1.5410108395557818,-1.4216075931671392,4.742435765055989
21,0.9314674456430586,2.5852693434762988,0.8704396466652539,0.7851695555555556,1.8043632222222221,0.4897111111111111,1.0996797777777778,2.8095335555555554,3.932624777777778,0.9987642222222223,1.049222,1.5043462167530746,-1.370822728719907,4.646562138292392
22,0.9524714807269001,2.7906027604803736,0.8791973615609345,0.8255,1.8306165555555556,0.49272855555555556,1.083304888888889,2.888171333333333,3.881212777777778,1.0722963333333333,1.0778006111111111,1.6530903178967433,-1.582119585492689,5.030241686094284
23,0.9503162018335026,2.7085059212721005,0.8768540452901918,0.8634478888888889,1.8484953333333334,0.4996032222222222,1.068871,2.980768,3.7875052222222223,1.1243832222222223,1.0966271111111112,1.5982836898613892,-1.502205950366064,4.890928809079492
24,0.9638804901388454,2.672491288158764,0.8648231473523947,0.9054114444444444,1.8643484444444445,0.5034321111111111,1.0592881111111112,3.0630593333333334,3.7064703333333333,1.1969435555555556,1.1281158333333334,1.5504268713621392,-1.4056116011751638,4.7960958842733925
25,0.984293515782138,2.539885597294628,0.8690055569351826,0.9400277777777778,1.8844317777777777,0.5061987777777778,1.0451745555555556,3.188985222222222,3.644861,1.2723953333333333,1.1587849444444445,1.4249279301365476,-1.1862976829259537,4.513414037620237
26,1.0055054971272699,2.5306011088689897,0.8689234023161264,0.9790097777777778,1.9029292222222223,0.5045723333333333,1.0445715555555555,3.3329155555555556,3.5738002222222223,1.3361164444444444,1.190344,1.3880494295921468,-1.0964404367730691,4.455757281595518
27,1.0219373960674998,2.6176892689412026,0.862646253099285,1.0283813333333334,1.9245842222222223,0.5054212222222222,1.045966,3.484286111111111,3.500522888888889,1.4161941111111112,1.2310800555555557,1.4208646268774996,-1.1077485599322916,4.575709947577707
