,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_5_Ki67_Actin_2_Full,med,iqr,minout,maxout
0,0.060734444444444445,0.2335618888888889,1.6861747777777778,0.2335618888888889,0.8127201666666667,-1.0719320833333332,2.1789485833333333
1,0.28922055555555554,0.28962733333333335,1.9515155555555554,0.28962733333333335,0.8311474999999999,-0.9572973055555554,2.367292694444444
2,0.6277815555555556,0.3457188888888889,2.1265387777777778,0.6277815555555556,0.8904099444444444,-0.8488646944444445,2.7127750833333333
3,1.120158888888889,0.40993366666666664,2.3451767777777777,1.120158888888889,0.9676215555555554,-0.6863860555555552,3.184100166666666
4,1.4602958888888888,0.48304477777777777,2.5259923333333334,1.4602958888888888,1.0214737777777776,-0.5605403333333331,3.5253547777777774
5,1.5020685555555555,0.5434528888888889,2.6025564444444442,1.5020685555555555,1.0295517777777776,-0.5215669444444442,3.596640166666666
6,1.481131888888889,0.6068476666666667,2.685399,1.481131888888889,1.0392756666666665,-0.5149237222222218,3.642178944444444
7,1.4773096666666667,0.6827595555555556,2.7466895555555557,1.4773096666666667,1.0319649999999998,-0.4679128888888886,3.659947111111111
8,1.5151834444444445,0.732829,2.7652764444444444,1.5151834444444445,1.0162237222222223,-0.40032936111111117,3.664565527777778
9,1.5704732222222222,0.7643922222222223,2.7853134444444443,1.5704732222222222,1.0104606111111112,-0.3482581944444445,3.6935842500000002
10,1.6239546666666667,0.7791355555555556,2.7701655555555558,1.6239546666666667,0.9955149999999999,-0.2917273888888887,3.6903326111111108
11,1.617544,0.7805704444444445,2.737449111111111,1.617544,0.9784393333333337,-0.26860177777777827,3.645155555555556
12,1.5814878888888888,0.7666612222222222,2.6835254444444443,1.5814878888888888,0.9584321111111112,-0.26357361111111133,3.5701548333333335
13,1.5187197777777777,0.7421546666666666,2.6264405555555554,1.5187197777777777,0.9421429444444445,-0.2827771944444446,3.485794583333333
14,1.4202688888888888,0.7162215555555556,2.566026111111111,1.4202688888888888,0.9249022777777778,-0.3191081944444445,3.3805009166666666
15,1.342275,0.6963407777777778,2.510454111111111,1.342275,0.9070566666666668,-0.3412771111111115,3.286949555555556
16,1.2316857777777779,0.6935995555555555,2.4755123333333335,1.2316857777777779,0.890956388888889,-0.37379191666666656,3.190033638888889
17,1.0973506666666666,0.6850125555555555,2.4508724444444443,1.0973506666666666,0.8829299444444443,-0.4332133055555554,3.0985064722222218
18,1.0637847777777778,0.6720861111111112,2.4223314444444446,1.0637847777777778,0.8751226666666667,-0.4447485555555555,3.055742111111111
19,0.9883161111111111,0.6626915555555556,2.409191888888889,0.9883161111111111,0.8732501666666668,-0.48437141666666683,3.0086292500000003
20,0.915087,0.6524218888888889,2.41247,0.915087,0.8800240555555554,-0.5362816388888887,2.983814583333333
21,0.859142,0.6424198888888889,2.4017233333333334,0.859142,0.8796517222222222,-0.5686966388888888,2.94991025
22,0.7865262222222222,0.6340323333333333,2.451113888888889,0.7865262222222222,0.9085407777777779,-0.6525318888888891,2.9816312222222225
23,0.7121991111111111,0.6298873333333334,2.531587,0.7121991111111111,0.9508498333333333,-0.7552315277777777,3.0481678055555554
24,0.6742037777777777,0.6331638888888889,2.598316222222222,0.6742037777777777,0.9825761666666666,-0.8201804166666666,3.1101242499999997
25,0.6350532222222223,0.6367692222222222,2.7188294444444443,0.6367692222222222,1.041888111111111,-0.9269209444444442,3.2406314999999997
26,0.596691,0.6445668888888889,2.8529281111111113,0.6445668888888889,1.1281185555555557,-1.071548888888889,3.4409253333333334
27,0.5711395555555555,0.6491428888888889,2.9999443333333335,0.6491428888888889,1.214402388888889,-1.2114623611111115,3.646147194444445
28,0.5507738888888889,0.6545713333333333,3.1658175555555554,0.6545713333333333,1.3075218333333332,-1.3586101388888885,3.871477194444444
29,0.5312492222222223,0.6569788888888889,3.3286535555555554,0.6569788888888889,1.3987021666666666,-1.5039391944444445,4.090869472222222
30,0.5178276666666667,0.6697444444444445,3.437348,0.6697444444444445,1.4597601666666666,-1.5958541944444444,4.243186472222222
31,0.515472,0.694725,3.480766,0.694725,1.482647,-1.618872,4.3117160000000005
32,0.5159816666666667,0.7107115555555555,3.4970706666666667,0.7107115555555555,1.4905445,-1.6224701388888887,4.33970786111111
33,0.5232943333333333,0.7395222222222222,3.438581222222222,0.7395222222222222,1.4576434444444444,-1.5550568888888887,4.275516888888888
34,0.5330248888888889,0.7578558888888889,3.3436555555555554,0.7578558888888889,1.4053153333333332,-1.462532611111111,4.158728722222222
35,0.5421038888888889,0.7775984444444445,3.124739111111111,0.7775984444444445,1.291317611111111,-1.2771252499999999,3.8881451944444443
36,0.5587664444444445,0.8069198888888889,2.752473,0.8069198888888889,1.096853277777778,-0.9624367500000003,3.4249763611111117
37,0.5706434444444445,0.824786,2.401105888888889,0.824786,0.9152312222222223,-0.6751321111111113,2.985792777777778
38,0.5941784444444445,0.8496983333333333,,0.7219383888888888,0.1277599444444445,0.4664184999999999,0.9774582777777778
39,0.6243583333333333,0.8908688888888889,,0.7576136111111111,0.1332552777777778,0.49110305555555556,1.0241241666666667
40,0.6604531111111112,0.9346051111111111,,0.7975291111111111,0.13707599999999998,0.5233771111111112,1.071681111111111
41,0.6886955555555555,0.9705907777777778,,0.8296431666666666,0.1409476111111111,0.5477479444444444,1.1115383888888888
42,0.7239441111111111,1.0066724444444444,,0.8653082777777777,0.14136416666666662,0.5825799444444446,1.148036611111111
43,0.7401704444444445,1.0428753333333334,,0.8915228888888889,0.1513524444444444,0.5888180000000001,1.1942277777777777
44,0.7508162222222222,1.0794597777777777,,0.915138,0.1643217777777778,0.5864944444444444,1.2437815555555556
45,0.7354952222222222,1.1097597777777777,,0.9226274999999999,0.18713227777777774,0.5483629444444444,1.2968920555555554
46,0.6951176666666666,1.1361406666666667,,0.9156291666666667,0.22051149999999997,0.47460616666666666,1.3566521666666667
47,0.6265062222222222,1.1783186666666667,,0.9024124444444445,0.27590622222222216,0.35060000000000013,1.4542248888888887
48,0.5526092222222222,1.2014362222222221,,0.8770227222222222,0.3244135,0.22819572222222212,1.5258497222222223
49,0.4722511111111111,1.2250316666666667,,0.848641388888889,0.3763902777777778,0.0958608333333334,1.6014219444444444
