,hsp90_3NT33_OG,hsp90_3NT56,hsp90_3NT56_OG,Image_1_Actin_Ki67,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_4_Antibody_Control,Image_5_Ki67_Actin_2_Full,Image_7_COXI_COXII,Image_8_3NT,med,iqr,minout,maxout
0,6.578044000294316,10.19531147467914,8.109968603100896,6.56562331677539,5.199175433608189,7.088812879636728,5.263133972791675,13.40362378138285,7.565011698389206,7.498925039415221,7.293868959525975,1.4050008892678516,4.461227153753344,10.081230710824752
1,6.578276029483162,10.230908453174324,8.019090593543908,6.922517482517483,5.481843252379681,7.206132235773893,5.804205799114013,13.849302120907863,9.312331341485224,7.829594298549679,7.517863267161786,2.324684761758153,3.1773092501045124,12.476048297137124
2,6.566806295813063,11.81803021269311,7.917922803493381,7.356954718230998,5.771272524318291,7.327173205436501,6.997282003297242,14.155368576875004,11.175019400916977,8.138518119273327,7.63743876086219,3.3361392766740074,2.075545888821045,15.420102995517075
3,6.566176050155896,13.308562957410002,7.980998941632728,7.82295264758996,6.991439585055022,7.479343040975279,8.339422384867254,14.579186317992766,12.065629126340157,8.62150656474176,8.160210663249991,3.6393530433116084,2.106215877661537,16.66362805090797
4,6.56361650608734,13.845872037924268,8.050989544568134,8.18433229630213,8.530724404310106,7.605142489157169,9.086895568735741,14.973343739946692,12.72585659038073,8.983934560327198,8.757329482318653,3.7317911024678487,2.4866385787998606,17.413802988671257
5,6.559232433756583,10.672961925420477,8.02669480311451,8.459792088875032,9.297094139666026,7.713031429191729,9.330220398538298,15.171023470585498,13.062342036834924,9.215384818935975,9.256239479301001,2.202307419145292,4.831507995836702,13.64073767241787
6,6.562956565429346,11.981684635539711,8.042679853364035,8.621379658733723,10.021510561363728,7.841520470934823,9.516451860014184,15.371284892189403,13.13963501076924,9.13464180875648,9.325546834385332,3.3042863122892587,3.230925336272569,16.448070585429605
7,6.548372113207122,14.706589848018277,7.9903257538188885,8.746105757817398,10.330734242254787,8.02149249615436,9.591838304675244,15.489321504409236,13.121309673194885,9.090153992194915,9.34099614843508,4.221020003889739,1.8711158057355108,18.755195821294468
8,6.5110666206832715,15.07529133133707,7.959522595862377,8.812761545210433,10.423010782039034,8.136979985797092,9.52096053366063,15.51589757723595,13.051662808626746,9.131228491280835,9.326094512470732,4.088574426329391,2.173063736156342,18.527361441473907
9,6.500836770461344,15.318717268511,8.010405952119461,8.841376699396687,10.444302563622527,8.22875825588391,9.416832431127661,15.555985634161583,12.960576218779329,9.171988435396948,9.294410433262303,3.9495949382280244,2.457520459420067,18.255900212332165
