,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_5_Ki67_Actin_2_Full,med,iqr,minout,maxout
23,20.81324646424368,13.173754369789865,15.753603297489128,15.753603297489128,3.819746047226909,8.734059762799134,24.01304395170677
24,20.952931209759402,13.193898028430402,15.699360846066664,15.699360846066664,3.879516590664501,8.62735455125178,24.145420913909785
25,21.102165186011796,13.539406809162431,15.561384216370119,15.561384216370119,3.7813791884246832,8.87832673012925,24.003843483827985
26,21.075158422542142,14.010945459208058,15.346297206520848,15.346297206520848,3.532106481667043,9.380461610363888,23.50888753703206
27,20.99168808705888,14.2157473718037,15.111682421730935,15.111682421730935,3.387970357627591,9.58175936032593,23.133640790836296
28,20.64969708005032,14.262029535170244,14.831405482786439,14.831405482786439,3.1938337724400387,9.755966850318284,22.53130194007844
29,20.43723702062617,14.192257382046499,14.600356214764409,14.600356214764409,3.122489819289836,9.712572069470701,22.202531346630046
30,20.210005502327572,14.061721496068712,14.388822545767304,14.388822545767304,3.0741420031294275,9.614059016223868,21.91062702874158
31,20.12509280205431,13.935353066315345,14.240783191743313,14.240783191743313,3.094869867869482,9.445763327225105,21.825242798703034
32,20.353852329548925,13.905494842148075,14.173202334076402,14.173202334076402,3.224178743700426,9.203080472561599,22.099795447363302
33,20.66651885086255,13.911981970065424,14.008388345147795,14.008388345147795,3.377268440398563,8.894282497008765,22.40335625860302
34,20.67582943203271,13.929390612792725,13.83415639189432,13.929390612792725,3.420836520069196,8.750518722239729,22.433864802516513
35,20.395574530974176,13.934963882408752,13.644090070568943,13.934963882408752,3.375742230202615,8.725913631184925,22.228882551995383
36,19.87451167296934,13.966678114208307,13.478159733129889,13.966678114208307,3.198175969919726,8.92515496878951,21.717858848468413
37,19.647239966989638,13.926739050940903,13.455688950833855,13.926739050940903,3.0957755080778924,9.04755073877054,21.43065277108211
38,19.279104706199814,13.838151368437353,,16.558628037318584,2.720476668881229,11.117674699556124,21.999581375081043
39,18.804666165219924,13.796043944435642,,16.300355054827783,2.5043111103921376,11.291732834043508,21.308977275612058
40,18.608924844411096,13.73462273552874,,16.17177378996992,2.4371510544411805,11.297471681087558,21.04607589885228
41,18.538552660559198,13.657038377248867,,16.097795518904032,2.4407571416551637,11.216281235593705,20.97930980221436
42,18.462734123438473,13.557581461496632,,16.010157792467552,2.4525763309709205,11.105005130525711,20.915310454409394
43,18.495932511472045,13.317553384002895,,15.90674294773747,2.589189563734571,10.728363820268328,21.085122075206613
44,18.31096191768018,13.069954667636596,,15.690458292658388,2.6205036250217937,10.449451042614802,20.93146554270198
45,18.070170602468682,13.013465969453222,,15.541818285960952,2.528352316507732,10.485113652945488,20.598522918976414
46,17.720832134309397,13.090993067102282,,15.40591260070584,2.3149195336035575,10.776073533498725,20.035751667912955
47,17.358544077351343,13.13354023410194,,15.246042155726641,2.1125019216247054,11.02103831247723,19.471045998976052
48,17.07196851447175,13.126975911012327,,15.099472212742038,1.9724963017297092,11.15447960928262,19.044464816201454
49,16.86288078658651,13.08787909330589,,14.9753799399462,1.8875008466403091,11.200378246665583,18.75038163322682
50,16.522010604157945,13.02645221934524,,14.774231411751593,1.7477791924063535,11.278673026938886,18.2697897965643
51,16.0004216787252,13.006600558744973,,14.503511118735087,1.496910559990111,11.509689998754865,17.49733223871531
52,15.760647123893806,13.067791458694963,,14.414219291294383,1.3464278325994226,11.721363626095538,17.10707495649323
53,15.937635648399349,13.401682018422106,,14.669658833410727,1.2679768149886215,12.133705203433484,17.205612463387972
54,16.350628868824664,13.618906105060638,,14.984767486942651,1.365861381882013,12.253044723178625,17.716490250706677
55,16.579923882017127,13.90986562087616,,15.244894751446644,1.3350291305704847,12.574836490305675,17.914953012587613
56,16.396318849869512,14.224455107942003,,15.310386978905758,1.0859318709637549,13.138523236978248,17.482250720833267
57,16.05154079861111,14.571268076969044,,15.311404437790078,0.7401363608210332,13.831131716148011,16.791677159432144
58,,14.735801397166199,,14.735801397166199,0.0,14.735801397166199,14.735801397166199
59,,14.94217355665878,,14.94217355665878,0.0,14.94217355665878,14.94217355665878
60,,15.295341314693635,,15.295341314693635,0.0,15.295341314693635,15.295341314693635
61,,16.086766556102024,,16.086766556102024,0.0,16.086766556102024,16.086766556102024
62,,17.335819635217295,,17.335819635217295,0.0,17.335819635217295,17.335819635217295
63,,19.04228658220857,,19.04228658220857,0.0,19.04228658220857,19.04228658220857
64,,19.946394924053067,,19.946394924053067,0.0,19.946394924053067,19.946394924053067
65,,20.525576556268422,,20.525576556268422,0.0,20.525576556268422,20.525576556268422
66,,19.47507518454388,,19.47507518454388,0.0,19.47507518454388,19.47507518454388
67,,17.677463548292398,,17.677463548292398,0.0,17.677463548292398,17.677463548292398
68,,16.331425371741428,,16.331425371741428,0.0,16.331425371741428,16.331425371741428
