,Image_1_Actin_Ki67,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_4_Antibody_Control,Image_5_Ki67_Actin_2_Full,Image_7_COXI_COXII,Image_8_3NT,med,iqr,minout,maxout
0,20.126943085885173,15.166967310484404,25.095057889017948,23.068506852074375,27.350846359455588,26.98812941011027,18.77332092545647,23.068506852074375,6.5914616438932825,9.5629395398309,35.92878611540403
1,20.762797472220264,21.115813619569597,24.01493571241144,26.922012900396513,27.20787380006286,28.54575802497292,19.71571169460371,24.01493571241144,6.125637804334755,11.7508488393928,36.25340005673182
2,20.918879000897398,24.869835386861098,23.285422565889785,27.419725363216443,27.086896391821593,28.717944568223217,20.138116099747933,24.869835386861098,5.15116009412543,14.375410642205445,34.980051018707165
3,20.5367315198829,27.74523447929221,23.440919002870903,26.462747097402147,26.87353503461895,28.643293667994975,20.473839646792566,26.462747097402147,5.320559495578678,14.007986018008886,35.2902240003236
4,20.174838459550273,28.63867483430781,23.91569514647535,25.57905185211212,26.65463562301211,28.810943381203,20.994829580243554,25.57905185211212,5.191392865300507,14.668173065408691,35.433744526610724
5,19.886705643396585,28.43019386865231,24.12869847785189,25.393612500132146,26.44202808649263,28.899480059817172,21.701023062929128,25.393612500132146,4.521250207181957,16.132985459617576,34.2179862883454
6,19.80589795289981,27.712585979369194,24.040669227990673,25.22710253572554,26.308375765868337,28.73212693168181,22.170624457158883,25.22710253572554,3.904834030043986,17.2483957975088,32.86773191768474
7,19.875236679584507,26.888677051112676,24.100467451352447,24.727761318493837,26.232135270524246,28.135107166508842,22.41647725142871,24.727761318493837,3.3019338094278794,18.30557163724876,31.51330687496028
8,19.948087559035546,26.419556243360375,24.28639242689776,24.456643159165555,26.116150782913067,27.444834203251364,22.40241105962089,24.456643159165555,2.9234517698773956,18.959224088443232,30.653031167952815
9,19.99967933415519,26.37092770098358,24.228307496468865,24.364521205700747,25.866100108730297,26.89133978784626,21.93533335319271,24.364521205700747,3.036693480026152,18.52678020479156,30.673554124896167
10,20.270511495737537,26.565557717395833,24.07112142200892,24.33927046008867,25.539328699115153,26.245187117187417,21.376587609027066,24.33927046008867,3.1684033926332944,17.97124942656805,30.644862997101228
11,20.78872840227445,26.375440333723375,23.794059973208952,24.212252423604305,25.125027890081842,25.43084400692954,21.18897948448185,24.212252423604305,2.786416219660289,18.31189539935497,29.457560277996127
12,21.112139126746374,25.98923076923077,23.192141901407076,23.771697262704176,24.637242083462912,24.692634743838635,21.259628636851986,23.771697262704176,2.4390531445212424,18.56730555234767,28.32351813043264
13,21.395204645677122,25.66498187664252,22.610266503169363,23.156703494512918,24.159442827479722,24.0114661412707,21.225223504868442,23.156703494512918,2.0827189099519714,18.878657209495284,27.20953284930317
14,21.39584192162379,25.104802484891376,21.60843325415677,22.46547069858302,23.75048976621826,23.488666551001135,20.928482307340293,22.46547069858302,2.117440570719417,18.325976731811156,26.795739014688824
15,21.247372828050946,24.75584639126306,20.816822184255486,21.935422281658266,23.457789210224544,22.952618394107933,20.325628651723548,21.935422281658266,2.1731062960130245,17.772438062133677,26.464863246185775
16,20.997799585494565,24.293647979368753,20.36394347751676,21.57514661668483,23.22199631183184,22.50230145206607,19.783631511651052,21.57514661668483,2.181277350443292,17.408955505840723,26.13406490761389
17,20.70893711678716,23.671415789808954,19.921920557940542,21.280458507640336,23.084091573246134,21.962955926974395,19.656263200934767,21.280458507640336,2.2080949127464145,17.003286468244227,25.835666119229884
18,20.483183772731287,23.522210942746238,19.288051486521628,20.99729933157333,22.96907773656968,21.403312908221668,19.714569291229697,20.99729933157333,2.087318790415182,16.96789834635772,25.31717350801845
19,20.321372615581467,23.230104178157944,19.005124495518306,20.762266561869435,22.68573267317716,20.940489173151995,19.646435474320445,20.762266561869435,1.8292068782136255,17.240093727630516,24.556921240485018
20,20.21519542021528,22.837164041552626,18.854509418109483,20.3137824945666,22.247423337175295,20.525959163745277,19.443919217384746,20.3137824945666,1.5571339316602746,17.4938564213096,23.7223921479507
21,20.181163922077065,22.467358166444395,18.886492934155687,19.81653245849488,21.849231884975566,20.02547752101226,19.13058303083847,20.02547752101226,1.5416401588596393,17.161097506377217,23.327658141815775
22,20.184199132337213,21.866064029279578,18.924259926001486,19.53474950653257,21.484867147471547,19.686290635751273,18.677067305711912,19.686290635751273,1.60502842363735,16.821962080811005,23.242075775360405
23,20.245093265773757,21.236684822568645,18.93823134140148,19.538610253931665,21.285448389014718,19.225747373297118,18.423733864003655,19.538610253931665,1.6588996868219006,16.593639827116448,23.22923857440405
24,20.195114746470296,20.999814318288163,18.87809148610199,19.488566189202317,21.213356877915427,18.87000819915393,18.256005103417817,19.488566189202317,1.7234146897512659,16.288927808001063,23.182586567006126
25,20.088900074123043,20.860015099078357,18.878266955790824,19.007291106166306,21.054136091915563,18.60031332238767,18.184823478485978,19.007291106166306,1.7351674475114507,16.136538967822073,23.077208757867876
26,19.95695039789153,20.713790466018274,18.977684960438797,18.52642601423538,20.695805947714344,18.30854210188946,18.06377823919081,18.977684960438797,1.9088941147405158,15.554142885951647,23.189719344913712
27,19.67331708982191,20.399430406611177,19.012048979287318,18.31262175620325,20.31509970173263,18.009778748385074,17.859851173991572,19.012048979287318,1.8330081434831094,15.411688037069498,22.743720611001933
28,19.507653811165095,19.795078126435584,18.99372940287226,18.248930642724783,19.934534013876604,17.750622748524567,17.49207377596506,18.99372940287226,1.6515892731756665,15.522392785861175,22.12874987856384
29,19.312268571727685,19.320103330164997,18.929461518787065,18.24792218477734,19.71164575137534,17.42358839050132,17.16995852253068,18.929461518787065,1.4804306633070112,15.615109292678813,21.536831945906858
30,19.10587317935046,19.019698838394643,18.841852165585255,18.19748410088449,19.614635543297993,17.10433943419206,16.892412083726168,18.841852165585255,1.4118742413342744,15.533100405536864,21.18059737087396
31,18.905327703970237,18.7518467602369,18.633703716308194,18.010848715380888,19.61717399023449,16.84103418198046,16.62572431570426,18.633703716308194,1.4026457834228943,15.321972773546333,20.932555907237912
32,18.62489980625392,18.5621313344255,18.504126490121433,17.681690543556655,19.628497361365756,16.59900964991175,16.443956860539846,18.504126490121433,1.4531654736055089,14.96060188632594,20.773263780747975
33,18.220010682859634,18.350322076297687,18.277961164517944,17.556340955463604,19.555579255555447,16.350615213307304,16.335170277792937,18.220010682859634,1.360663536022365,14.912482780351905,20.355136924441364
34,17.999947364517464,18.166092514387127,18.22074796396591,17.58954846950489,19.40984710552113,16.08743056091148,16.218575531029988,17.999947364517464,1.289358238909081,14.970024641903816,20.12745759754014
35,17.67714089251881,18.050725133657306,18.266229546773342,17.672324594666613,19.120538257493564,15.876704253243062,16.087189831852715,17.67714089251881,1.2787201269556583,14.961677022826178,20.076557530648813
36,17.467526267958707,17.90298222574003,18.231352236688366,17.789546498659885,18.736818933272456,15.656405435837438,16.005571624865357,17.789546498659885,1.330618284802167,14.740621519208782,20.063094658417448
37,17.299697349579596,17.81705818534474,18.029736635615556,17.811363948263963,18.433193966745712,15.454727245894318,15.90323481166091,17.811363948263963,1.321931329859897,14.618569085830407,19.906294405269996
38,17.127855985812047,17.79185853115421,17.8939786994968,17.72275227721006,,15.319554698429311,15.724671918262127,17.425304131511055,1.6991140325185654,13.52679688637176,20.32325301644602
39,17.017411564285,17.753981663719234,17.760277590784995,17.46896792257999,,15.184174309815887,15.577192864940223,17.243189743432495,1.7454806886580077,13.319026506789406,20.300949261421437
40,16.842811765287113,17.665996403304216,17.647189921387728,17.185024629400417,,15.049822152013006,15.373665994316747,17.013918197343763,1.7906961613315637,13.054908195061993,20.217692840388246
41,16.727468795057884,17.614159180809207,17.52922576287837,16.859030878501855,,14.92826714137158,15.157817417936748,16.79324983677987,1.8114467795672091,12.833060092866218,20.078847211135056
42,16.6030313192853,17.568484627127468,17.41106730504555,16.608268916128985,,14.774959120659009,14.997338965796494,16.605650117707142,1.8116056536477139,12.681353573697125,19.92777618828798
43,16.467383191042913,17.50634175854995,17.212489822260878,16.458077347339817,,14.592579447636389,14.791046491491286,16.462730269191365,1.8184089590029675,12.480190766948969,19.75382660296084
44,16.31331861127824,17.346255054553673,16.9695962183873,16.317500263854164,,14.41997299378895,14.56129859782604,16.315409437566203,1.8072686285649269,12.2884006583417,19.517475172601408
45,16.24234815672239,17.149391897436104,16.807315353501203,16.20014947001941,,14.223693823992354,14.355245619434696,16.2212488133709,1.849601972225626,12.042068623742434,19.44047651264494
46,16.133066253123115,16.864831754995123,16.70559682576432,16.113954056740898,,14.025715230500357,14.118338159767502,16.123510154932006,1.9452220485931697,11.699409061121097,19.480297255493774
47,16.045481620466543,16.496497845701843,16.60693574199667,16.022164894079676,,13.819687945345946,13.871508734999423,16.03382325727311,1.9745710146235318,11.44731625283419,19.34560031132832
48,15.879593385998625,16.129474711460322,16.54034854300767,15.963272287440079,,13.678547209330906,13.64926220105899,15.921432836719351,1.859115351957426,11.440135725561696,18.8765971333914
49,15.685334991885725,15.766520562634785,16.487895244198825,15.897281519333202,,13.58812585139551,13.484235364273816,15.725927777260255,1.7521631436405318,11.484183421057267,18.492835995619394
50,15.532266944231779,15.493810579363052,16.3463323731382,,,13.465831971874849,13.371923267108933,15.493810579363052,2.06643497235693,10.366179513339453,18.631919402767174
51,15.427517295076832,15.24422204128266,16.208404627567848,,,13.39397085472667,13.29866935648846,15.24422204128266,2.033546440350163,10.343651194201424,18.477836955602076
52,15.445915285143581,15.116160457775203,15.981692009754697,,,13.2555508159426,13.123244795706588,15.116160457775203,2.190364469200981,9.97000411214113,18.731461988945053
53,15.527548169695573,15.068221319682335,15.714035384030739,,,,12.623324170276252,15.297884744688954,1.1171729409485494,12.78123762090799,17.249929384702188
54,15.620615726391254,15.063785144775492,15.566688996572278,,,,11.853554591151768,15.315237070673884,1.318943172657459,12.282812747383373,17.55858543801321
55,15.595833848130669,15.190281728679329,15.437956299244577,,,,11.375517330574237,15.314119013961953,1.2408350573130438,12.37533804318349,17.338678272435665
