,Image_1_Actin_Ki67,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_4_Antibody_Control,Image_5_Ki67_Actin_2_Full,Image_7_COXI_COXII,Image_8_3NT
0,0.0584184959736883,0.051271961289406885,0.09019096968918414,0.5146353816885623,1.1662625105109232,6.191749175950242,1.2587895353953478
1,0.0757565253348811,0.2611990423383026,0.12130486820982732,0.7902821032907035,1.3606020683002373,7.073575090869648,1.302438577334497
2,0.09033756115653224,0.4844899834661409,0.14179365855629694,0.8994992477881919,1.4853292735350834,7.470400688876839,1.3556779609659821
3,0.10671755912923138,0.7369221728478356,0.17892477582049876,0.9405154111500379,1.6731900482953015,7.6200705184543835,1.4044408780856132
4,0.11658910547333777,0.9315713797706053,0.2119411389955723,1.0042692973531366,1.8207030863423186,7.882822496867445,1.4696335719790758
5,0.1388163880598017,0.9939267852950875,0.25527155654781575,1.0478513388378385,1.9044356784928458,8.106245651785795,1.5666035717888311
6,0.14882275102045572,1.0623687321164172,0.29400150039526846,1.1255992391134464,2.0367532562831685,8.152050846878453,1.6727411904897136
7,0.17103950712715973,1.161935156537838,0.33216029796764923,1.190066940287433,2.1817660035386415,8.064653989567109,1.7388274375969792
8,0.2048871950840261,1.2556772029554593,0.3649782873966877,1.2093238304528082,2.2879539034878937,7.929739884309146,1.8404268413257627
9,0.23140386388503764,1.3887886838876118,0.3846277241841638,1.186506947690172,2.3485413287661117,7.827315215223732,1.929598617750554
10,0.2614725164175748,1.4994548801589853,0.4207139397172029,1.1748768793647908,2.37146634255256,7.737626522827682,1.9979952700657932
11,0.3007469914076421,1.6123709396491355,0.4421251610374737,1.1735203681488848,2.3582599165839304,7.621042119839187,2.0700238074307173
12,0.3310106487689727,1.6728030143000208,0.4672238824840965,1.1731949375307222,2.3402541576154614,7.471049381800774,2.1544957247216807
13,0.37915941049742213,1.671481102221871,0.4650796675158689,1.1661990631921688,2.3413675144348844,7.338765973513399,2.21905986343319
14,0.45085370746516623,1.6781483933379622,0.47431170098512904,1.1468038162858574,2.381353477314786,7.27232623133028,2.287672403027536
15,0.4805659735016806,1.6695473572815118,0.4811338946665122,1.1195086719946827,2.3993235141872304,7.200985378289974,2.372049434471555
16,0.5331547834690453,1.7010898748417203,0.49434120642118795,1.0843231007068377,2.4525842382611502,7.105813537842338,2.479510128603511
17,0.5752419282212227,1.7193294632859235,0.4849701993153416,1.0515285470276365,2.5139019872331363,6.984942983546819,2.5754665055253647
18,0.6083582609862165,1.7175552263278488,0.5052080322770836,1.0248251404906872,2.5548125812048816,6.860148100513111,2.678954466845358
19,0.6440186879398568,1.7476936292998213,0.5008859459191116,1.0140933173322393,2.618712937705841,6.73613043685406,2.8021419926269373
20,0.692039879053381,1.7936406343230273,0.5117504583233405,0.9864851340845626,2.715907485650412,6.622132776666666,2.882261777496207
