,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_5_Ki67_Actin_2_Full
0,15.181316767301439,17.61601636346732,22.90902860075427
1,22.84175426418088,17.5134496710123,22.735878353284004
2,27.027171911956515,17.43586714464179,22.575129841299344
3,27.91541035761904,17.348787908303873,22.39792455540552
4,26.054366923889944,17.137004190344985,22.075705290975975
5,24.453495732834714,16.873443322676305,21.61139830441076
6,22.083374546653477,16.63232755047237,20.95129986613997
7,20.76329716200026,16.465182270482966,20.239717045043893
8,20.30647544626324,16.356565992782315,19.648355998289265
9,20.339434515676523,16.234139196596534,19.104664881865553
10,20.822336571298052,16.120262030323005,18.599174575949732
11,21.03130334576847,15.743624124192884,18.141655978221074
12,21.057464290595245,15.269836417736322,17.663749500257957
13,21.282956449673964,14.761372731338716,17.21662983918949
14,21.60192209886661,14.288480094037483,16.766152110125354
15,21.558842641478783,13.958818372714115,16.423194802229247
16,21.029423396862857,13.811484248767227,16.179239520113956
17,20.347482608629758,13.564350755108084,16.050586399364295
18,20.150211501402755,13.358601289686876,15.994655736365601
19,20.0651809396055,13.310077258420158,15.982172074806112
20,20.068405147016897,13.307375576988703,15.950578575220161
21,20.242885814636942,13.306503156872267,15.863213262282217
22,20.557615322673417,13.260353479795917,15.793808351718218
23,20.81324646424368,13.173754369789865,15.753603297489128
24,20.952931209759402,13.193898028430402,15.699360846066664
25,21.102165186011796,13.539406809162431,15.561384216370119
26,21.075158422542142,14.010945459208058,15.346297206520848
27,20.99168808705888,14.2157473718037,15.111682421730935
28,20.64969708005032,14.262029535170244,14.831405482786439
29,20.43723702062617,14.192257382046499,14.600356214764409
30,20.210005502327572,14.061721496068712,14.388822545767304
31,20.12509280205431,13.935353066315345,14.240783191743313
32,20.353852329548925,13.905494842148075,14.173202334076402
33,20.66651885086255,13.911981970065424,14.008388345147795
34,20.67582943203271,13.929390612792725,13.83415639189432
35,20.395574530974176,13.934963882408752,13.644090070568943
36,19.87451167296934,13.966678114208307,13.478159733129889
37,19.647239966989638,13.926739050940903,13.455688950833855
38,19.279104706199814,13.838151368437353,
39,18.804666165219924,13.796043944435642,
40,18.608924844411096,13.73462273552874,
41,18.538552660559198,13.657038377248867,
42,18.462734123438473,13.557581461496632,
43,18.495932511472045,13.317553384002895,
44,18.31096191768018,13.069954667636596,
45,18.070170602468682,13.013465969453222,
46,17.720832134309397,13.090993067102282,
47,17.358544077351343,13.13354023410194,
48,17.07196851447175,13.126975911012327,
49,16.86288078658651,13.08787909330589,
50,16.522010604157945,13.02645221934524,
51,16.0004216787252,13.006600558744973,
52,15.760647123893806,13.067791458694963,
53,15.937635648399349,13.401682018422106,
54,16.350628868824664,13.618906105060638,
55,16.579923882017127,13.90986562087616,
56,16.396318849869512,14.224455107942003,
57,16.05154079861111,14.571268076969044,
58,,14.735801397166199,
59,,14.94217355665878,
60,,15.295341314693635,
61,,16.086766556102024,
62,,17.335819635217295,
63,,19.04228658220857,
64,,19.946394924053067,
65,,20.525576556268422,
66,,19.47507518454388,
67,,17.677463548292398,
68,,16.331425371741428,
