,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_5_Ki67_Actin_2_Full
0,0.01272470223823866,0.05466629145227046,1.3227988752087803
1,0.11185394613848886,0.0722570126565429,1.6419062258664736
2,0.3099902276554553,0.10176697342944824,1.8611178953959775
3,0.6252953190633265,0.14617655878523345,2.119156691189049
4,0.9375397088540103,0.2079626376596176,2.3195709072882664
5,1.031819339569039,0.2648459776678201,2.4094452250403258
6,1.0847941214692343,0.35508164182714913,2.51562323318629
7,1.1063879905097729,0.43260575247650956,2.5878100671979727
8,1.1769846022250798,0.5066477164881689,2.598551867352709
9,1.199209570915361,0.5370289141140833,2.6133873672505037
10,1.2164745719745982,0.5546678986268889,2.593933637321428
11,1.2155288066751329,0.5772542702106357,2.576567163546661
12,1.1893077725823211,0.5668045514643495,2.5444424714305924
13,1.1312016288763662,0.5597460154592955,2.507548753982859
14,1.0540632745072953,0.5289295219484579,2.4622926924300903
15,0.9923142769904666,0.5419248339805105,2.398730524522373
16,0.9238853499265062,0.5296414708243232,2.348727423215778
17,0.8241406610622316,0.5437485096841146,2.304965706281991
18,0.7944578562209058,0.5510161928600847,2.2513533572062943
19,0.7325060036567066,0.5209119755063214,2.222398677722411
20,0.669773442167284,0.5216482954581071,2.219137067761308
21,0.6193809913068875,0.5228468260352149,2.2131970261675336
22,0.5647909814483196,0.49274579534092267,2.264931207946586
23,0.49655128681725275,0.49751570114295335,2.341249968751004
24,0.4531042011495848,0.5007184764400674,2.4107096007139406
25,0.4238375244670167,0.4976458531202391,2.5431648210749906
26,0.39240398296212115,0.5197281903468447,2.697624432622927
27,0.3753901926874155,0.5159085075352673,2.864886644269521
28,0.35691368975602206,0.5180846280102344,3.0448995847086215
29,0.3475914968163836,0.5226106624584356,3.2095327483286655
30,0.34120610853467287,0.536464609613508,3.316585831988874
31,0.3287601671503691,0.560815612223461,3.3606980903345227
32,0.33775466654561187,0.57479468811825,3.378739251675681
33,0.33925278563228556,0.5990738449653196,3.323140474694683
34,0.343352534562212,0.6136619987081064,3.2340040894037485
35,0.3511685807596127,0.6513621819693807,3.0261483358439167
36,0.3676322103603888,0.674619768704632,2.6648782591542197
37,0.3772860914537309,0.6915902291397132,2.317883323322111
38,0.39607889945916436,0.7166055113214971,
39,0.4200308816829139,0.7562423380420862,
40,0.4445256674008495,0.8167266039098993,
41,0.4632254735002042,0.8558803234953137,
42,0.5081876805125596,0.8948662613119202,
43,0.5214491097141448,0.9432636246214956,
44,0.5430428481723435,0.9938573437411249,
45,0.5325681710724746,1.0299103161274237,
46,0.510743620770399,1.0570656090033743,
47,0.4701996087384872,1.0990880625629371,
48,0.4135234687410665,1.1243806108614545,
49,0.35284065328670666,1.1522368893354726,
50,0.3056112809337352,1.173518957365783,
51,0.23110085467370994,1.1797309300833467,
52,0.17273618138515595,1.2027358981342837,
53,0.13183276219039328,1.1957072005041285,
54,0.10043140833181778,1.196811359186293,
55,0.06440954802243463,1.1909562307541062,
56,0.04878112824271733,1.1627658595157317,
57,0.026625310304068082,1.1139143346308213,
58,,1.0863627041963522,
59,,1.0270485532966283,
60,,0.9448663845586429,
61,,0.8697838248912848,
62,,0.7639181180633162,
63,,0.6424377770296027,
64,,0.5623557985836031,
65,,0.4265070739089925,
66,,0.3037032271243652,
67,,0.20984089857794777,
68,,0.1034378987381903,
