,means,med,iqr,minout,maxout
0,4.723140601537193,2.6942571977988674,5.348873510448974,-7.224472371252019,14.171021670543876
1,5.407291834374233,3.5687918342237537,5.103360104444883,-6.493043470692621,13.92039694708691
2,6.313983738050251,4.265478484903015,5.797518696849687,-7.119307866225346,16.0707669211734
3,6.945895607545441,5.019397318023243,6.265878395420945,-7.372297884846368,17.69121569683741
4,7.277617118690955,5.6546240996805714,5.635249147240065,-5.9900513118464485,16.55094527711381
5,7.295003824120576,5.8214373366258005,3.982749564453419,-3.1912049089281576,12.73979334888552
6,7.6247238705619065,6.30773717727231,4.204352420925979,-3.140965110047504,13.676444573656411
7,8.05351000202559,6.6303816529150215,5.784359209234054,-5.235045882959298,17.90239095397692
8,8.28443854979266,6.905026416260771,5.546558347287606,-4.54088896352156,17.645344425628863
9,8.42975981390545,7.165290362512093,5.2117234533078625,-3.6919982058947722,17.154895607336677
10,8.488752150256564,7.352872894856254,4.610964593475265,-2.4981082988455663,15.945750075055495
11,8.685374390788517,7.676724961170233,4.353613477738774,-1.7333130100273157,15.68114090092778
12,8.873678731869266,7.8637168154698065,4.612445196129652,-1.8159681206053406,16.633812663913268
13,8.922081877725178,7.9114902760016115,4.010379056333175,-0.553706022388754,15.487810202943946
14,8.910366390987651,8.248598982196093,3.6533643738767214,0.22864030653860734,14.842097802045494
15,8.875083760938567,8.291623764348955,3.2970114395230716,1.0514480265486714,14.239493784640958
16,8.868530690718,8.098393799236671,2.95067329230338,1.6801230539010357,13.482816223114554
17,8.884746772938044,8.06296232659231,3.012784746188573,1.6295345494264089,13.680673534180702
18,8.899723761585346,7.977812672581006,3.0489049191294315,1.6235860926062786,13.819205769124006
19,8.956126010979572,8.200897768928682,3.176494895329924,1.3966365646007883,14.102616145920484
20,8.979290219441367,8.288634751193484,3.4119251000285438,1.0009123200786743,14.64861272019285
21,9.000558442408353,8.586922735066647,3.6563269907581244,0.5576544401086831,15.18296240314118
22,9.027346521193824,8.490798193280485,3.9811431294206763,0.05332869816437302,15.977901215847078
