,means,med,iqr,minout,maxout
1,0.8434544814814814,0.28962733333333335,0.8311474999999999,-0.9572973055555554,2.367292694444444
2,1.0333464074074075,0.6277815555555556,0.8904099444444444,-0.8488646944444445,2.7127750833333333
3,1.2917564444444445,1.120158888888889,0.9676215555555554,-0.6863860555555552,3.184100166666666
4,1.4897776666666667,1.4602958888888888,1.0214737777777776,-0.5605403333333331,3.5253547777777774
5,1.549359296296296,1.5020685555555555,1.0295517777777776,-0.5215669444444442,3.596640166666666
6,1.5911261851851852,1.481131888888889,1.0392756666666665,-0.5149237222222218,3.642178944444444
7,1.6355862592592594,1.4773096666666667,1.0319649999999998,-0.4679128888888886,3.659947111111111
8,1.6710962962962963,1.5151834444444445,1.0162237222222223,-0.40032936111111117,3.664565527777778
9,1.7067262962962964,1.5704732222222222,1.0104606111111112,-0.3482581944444445,3.6935842500000002
10,1.7244185925925926,1.6239546666666667,0.9955149999999999,-0.2917273888888887,3.6903326111111108
11,1.7118545185185186,1.617544,0.9784393333333337,-0.26860177777777827,3.645155555555556
12,1.6772248518518518,1.5814878888888888,0.9584321111111112,-0.26357361111111133,3.5701548333333335
13,1.6291049999999998,1.5187197777777777,0.9421429444444445,-0.2827771944444446,3.485794583333333
14,1.5675055185185183,1.4202688888888888,0.9249022777777778,-0.3191081944444445,3.3805009166666666
15,1.5163566296296296,1.342275,0.9070566666666668,-0.3412771111111115,3.286949555555556
16,1.466932555555556,1.2316857777777779,0.890956388888889,-0.37379191666666656,3.190033638888889
17,1.4110785555555554,1.0973506666666666,0.8829299444444443,-0.4332133055555554,3.0985064722222218
18,1.3860674444444445,1.0637847777777778,0.8751226666666667,-0.4447485555555555,3.055742111111111
19,1.353399851851852,0.9883161111111111,0.8732501666666668,-0.48437141666666683,3.0086292500000003
20,1.3266596296296296,0.915087,0.8800240555555554,-0.5362816388888887,2.983814583333333
21,1.301095074074074,0.859142,0.8796517222222222,-0.5686966388888888,2.94991025
22,1.2905574814814815,0.7865262222222222,0.9085407777777779,-0.6525318888888891,2.9816312222222225
23,1.2912244814814815,0.7121991111111111,0.9508498333333333,-0.7552315277777777,3.0481678055555554
24,1.3018946296296294,0.6742037777777777,0.9825761666666666,-0.8201804166666666,3.1101242499999997
25,1.3302172962962964,0.6367692222222222,1.041888111111111,-0.9269209444444442,3.2406314999999997
26,1.364728666666667,0.6445668888888889,1.1281185555555557,-1.071548888888889,3.4409253333333334
27,1.4067422592592596,0.6491428888888889,1.214402388888889,-1.2114623611111115,3.646147194444445
28,1.4570542592592595,0.6545713333333333,1.3075218333333332,-1.3586101388888885,3.871477194444444
29,1.5056272222222222,0.6569788888888889,1.3987021666666666,-1.5039391944444445,4.090869472222222
30,1.541640037037037,0.6697444444444445,1.4597601666666666,-1.5958541944444444,4.243186472222222
31,1.5636543333333333,0.694725,1.482647,-1.618872,4.3117160000000005
32,1.5745879629629629,0.7107115555555555,1.4905445,-1.6224701388888887,4.33970786111111
33,1.5671325925925925,0.7395222222222222,1.4576434444444444,-1.5550568888888887,4.275516888888888
34,1.5448454444444444,0.7578558888888889,1.4053153333333332,-1.462532611111111,4.158728722222222
35,1.4814804814814815,0.7775984444444445,1.291317611111111,-1.2771252499999999,3.8881451944444443
36,1.372719777777778,0.8069198888888889,1.096853277777778,-0.9624367500000003,3.4249763611111117
37,1.2655117777777778,0.824786,0.9152312222222223,-0.6751321111111113,2.985792777777778
38,0.7219383888888888,0.7219383888888888,0.1277599444444445,0.4664184999999999,0.9774582777777778
39,0.7576136111111111,0.7576136111111111,0.1332552777777778,0.49110305555555556,1.0241241666666667
40,0.7975291111111111,0.7975291111111111,0.13707599999999998,0.5233771111111112,1.071681111111111
41,0.8296431666666666,0.8296431666666666,0.1409476111111111,0.5477479444444444,1.1115383888888888
42,0.8653082777777777,0.8653082777777777,0.14136416666666662,0.5825799444444446,1.148036611111111
43,0.8915228888888889,0.8915228888888889,0.1513524444444444,0.5888180000000001,1.1942277777777777
