,Image_1_Actin_Ki67,Image_2_COXI_Actin,Image_3_P2X7_Actin,Image_4_Antibody_Control,Image_5_Ki67_Actin_2_Full,Image_7_COXI_COXII,Image_8_3NT
44,21.849236486436666,23.00494981187062,22.93700869032165,22.011119368971706,,19.32851708856373,19.802196580487262
45,21.790337438747784,22.702688805350977,22.796967941115227,21.87310904080392,,19.206873391323953,19.58639878029782
46,21.727184529877988,22.339558190114715,22.718425711078673,21.76401018922853,,19.11746378966947,19.30540653180301
47,21.70607267081284,21.8676020004284,22.529572885868244,21.596014042899345,,19.080288834546224,19.045181726413357
48,21.614572664162967,21.41193260767371,22.439310085433345,21.520965352201504,,19.091042832414807,18.817478871266477
49,21.401313455827953,20.94264225781846,22.39900365407062,21.41822422762594,,19.1449231311396,18.61987845976646
50,21.17504779498636,20.664621953870995,22.237192059409583,,,19.248080207646893,18.527877053296734
51,21.066518444575525,20.419324990168636,22.081151107209052,,,19.37362488575974,18.51425061896628
52,21.171111741618198,20.34994880246233,21.70267476218764,,,19.290571833081373,18.340823867273958
53,21.341887104824277,20.398724751000653,21.313950051430396,,,,17.800260619084632
54,21.431635843614416,20.532288611925708,21.10296604213105,,,,16.93624575486261
55,21.305419323197647,20.648117054449507,20.947262696394812,,,,16.391361256544503
56,21.198433739355657,20.682317963513537,20.70874829744961,,,,
57,21.15147588011777,20.49443986820428,20.3579236538894,,,,
58,21.12415329768271,,20.167787768707672,,,,
59,20.96029458014467,,20.08764756442817,,,,
60,20.77445587809564,,19.911635514777966,,,,
61,20.60526665780024,,19.739630805779115,,,,
62,20.67913737155219,,19.519425810863904,,,,
63,20.81026046215051,,19.342452603791696,,,,
64,20.90449405370657,,19.285335564271666,,,,
65,20.911612100615955,,19.400822495514255,,,,
66,20.77188628517794,,19.729114549553724,,,,
67,20.656898009249282,,19.978005485690627,,,,
68,20.5669170652833,,19.868548687974133,,,,
69,20.544721715968034,,,,,,
70,20.49887738897103,,,,,,
71,20.455939923210117,,,,,,
72,20.37814512253724,,,,,,
73,20.378396966064727,,,,,,
74,20.222374623290317,,,,,,
75,20.130747240530454,,,,,,
76,20.033168892632254,,,,,,
77,19.973158514438524,,,,,,
78,19.905770890706563,,,,,,
79,19.86600158949262,,,,,,
80,19.750151227550532,,,,,,
81,19.594586172511217,,,,,,
82,19.47507957781873,,,,,,
83,19.421093116567224,,,,,,
84,19.470071194438066,,,,,,
85,19.58020419496775,,,,,,
86,19.895206986200918,,,,,,
87,20.06498747564709,,,,,,
88,20.117556693489394,,,,,,
89,20.066324516383734,,,,,,
90,20.04443488238669,,,,,,
91,19.909856597156992,,,,,,
92,19.796863790099415,,,,,,
93,19.740127388535033,,,,,,
